date,tournament,surface,source_player,rd,rk,vrk,winner,loser,score
26-May-2025,Roland Garros,Clay,Alexander Bublik,R16,62,5,Alexander Bublik,Jack Draper,5-7 6-3 6-2 6-4
26-May-2025,Roland Garros,Clay,Alexander Bublik,R32,62,200,Alexander Bublik,Henrique Rocha,7-5 6-1 6-2
26-May-2025,Roland Garros,Clay,Alexander Bublik,R64,62,9,Alexander Bublik,Alex De Minaur,2-6 2-6 6-4 6-3 6-2
26-May-2025,Roland Garros,Clay,Alexander Bublik,R128,62,92,Alexander Bublik,James Duckworth,6-2 6-4 6-4
18-May-2025,Hamburg,Clay,Alexander Bublik,R32,51,32,Giovanni Mpetshi Perricard,Alexander Bublik,7-6(6) 6-4
13-May-2025,Turin CH,Clay,Alexander Bublik,F,76,73,Alexander Bublik,Bu Yunchaokete,6-3 6-3
13-May-2025,Turin CH,Clay,Alexander Bublik,SF,76,71,Alexander Bublik,Daniel Altmaier,6-2 6-4
13-May-2025,Turin CH,Clay,Alexander Bublik,QF,76,51,Alexander Bublik,Tomas Martin Etcheverry,6-2 3-6 7-5
13-May-2025,Turin CH,Clay,Alexander Bublik,R16,76,194,Alexander Bublik,(Alt)Federico Arnaboldi,0-6 6-3 6-3
13-May-2025,Turin CH,Clay,Alexander Bublik,R32,76,164,Alexander Bublik,(Alt)Matteo Gigante,6-3 6-1
7-May-2025,Rome Masters,Clay,Alexander Bublik,R64,76,7,Casper Ruud,Alexander Bublik,6-4 4-6 6-3
7-May-2025,Rome Masters,Clay,Alexander Bublik,R128,76,77,Alexander Bublik,Roman Safiullin,6-3 7-6(4)
23-Apr-2025,Madrid Masters,Clay,Alexander Bublik,R16,75,23,Jakub Mensik,Alexander Bublik,6-3 6-2
23-Apr-2025,Madrid Masters,Clay,Alexander Bublik,R32,75,8,Alexander Bublik,Andrey Rublev,6-4 0-6 6-4
23-Apr-2025,Madrid Masters,Clay,Alexander Bublik,R64,75,26,Alexander Bublik,Alexei Popyrin,6-4 7-6(4)
23-Apr-2025,Madrid Masters,Clay,Alexander Bublik,R128,75,38,Alexander Bublik,Alex Michelsen,7-6(2) 7-6(4)
14-Apr-2025,Munich,Clay,Alexander Bublik,R32,78,50,Zizou Bergs,Alexander Bublik,6-7(5) 6-4 7-5
14-Apr-2025,Munich,Clay,Alexander Bublik,Q2,78,549,Alexander Bublik,Diego Dedura Palomero,6-3 6-3
14-Apr-2025,Munich,Clay,Alexander Bublik,Q1,78,133,Alexander Bublik,Alexander Ritschard,6-2 6-3
5-Apr-2026,Monte-Carlo,Clay,Jiri Lehecka,R16,13,11,,,Live Scores
5-Apr-2026,Monte-Carlo,Clay,Jiri Lehecka,R32,13,39,Jiri Lehecka,Alejandro Tabilo,4-6 7-6(4) 6-3
5-Apr-2026,Monte-Carlo,Clay,Jiri Lehecka,R64,13,103,Jiri Lehecka,Emilio Nava,7-6(1) 6-7(8) 6-2
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,F,22,2,Jannik Sinner,Jiri Lehecka,6-4 6-4
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,SF,22,31,Jiri Lehecka,Arthur Fils,6-2 6-2
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,QF,22,151,Jiri Lehecka,Martin Landaluce,7-6(1) 7-5
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,R16,22,7,Jiri Lehecka,Taylor Fritz,6-4 6-7(4) 6-2
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,R32,22,56,Jiri Lehecka,Ethan Quinn,6-3 7-6(6)
18-Mar-2026,Miami Masters,Hard,Jiri Lehecka,R64,22,385,Jiri Lehecka,Moise Kouame,6-2 7-5
4-Mar-2026,Indian Wells Masters,Hard,Jiri Lehecka,R64,23,53,Sebastian Baez,Jiri Lehecka,6-4 6-1
23-Feb-2026,Dubai,Hard,Jiri Lehecka,QF,24,8,Felix Auger Aliassime,Jiri Lehecka,6-3 7-6(2)
23-Feb-2026,Dubai,Hard,Jiri Lehecka,R16,24,124,Jiri Lehecka,Pablo Carreno Busta,7-6(6) 6-4
23-Feb-2026,Dubai,Hard,Jiri Lehecka,R32,24,109,Jiri Lehecka,Luca Nardi,4-6 6-4 6-2
16-Feb-2026,Doha,Hard,Jiri Lehecka,QF,22,40,Arthur Fils,Jiri Lehecka,6-3 6-3
16-Feb-2026,Doha,Hard,Jiri Lehecka,R16,22,44,Jiri Lehecka,Zizou Bergs,6-2 6-1
16-Feb-2026,Doha,Hard,Jiri Lehecka,R32,22,47,Jiri Lehecka,Jenson Brooksby,6-3 6-3
7-Feb-2026,Davis Cup QLS R1: SWE vs CZE,Hard,Jiri Lehecka,RR,21,576,Jiri Lehecka,Dragos Nicolae Madaras,6-3 6-4
19-Jan-2026,Australian Open,Hard,Jiri Lehecka,R128,19,198,Arthur Gea,Jiri Lehecka,7-5 7-6(1) 7-5
4-Jan-2026,Brisbane,Hard,Jiri Lehecka,R16,19,46,Sebastian Korda,Jiri Lehecka,6-3 1-2 RET
4-Jan-2026,Brisbane,Hard,Jiri Lehecka,R32,19,35,Jiri Lehecka,Tomas Machac,6-4 6-7(5) 6-2
20-Nov-2025,Davis Cup Finals QF: ESP vs CZE,Hard,Jiri Lehecka,RR,17,36,Jaume Munar,Jiri Lehecka,6-3 6-4
27-Oct-2025,Paris Masters,Hard,Jiri Lehecka,R64,18,40,Valentin Vacherot,Jiri Lehecka,6-1 6-3
20-Oct-2025,Basel,Hard,Jiri Lehecka,R32,17,82,Botic Van De Zandschulp,Jiri Lehecka,6-2 6-2
13-Oct-2025,Brussels,Hard,Jiri Lehecka,F,17,13,Felix Auger Aliassime,Jiri Lehecka,7-6(2) 6-7(6) 6-2
13-Oct-2025,Brussels,Hard,Jiri Lehecka,SF,17,37,Jiri Lehecka,Giovanni Mpetshi Perricard,7-6(3) 7-6(7)
13-Oct-2025,Brussels,Hard,Jiri Lehecka,QF,17,53,Jiri Lehecka,Benjamin Bonzi,6-7(8) 6-1 4-1 RET
13-Oct-2025,Brussels,Hard,Jiri Lehecka,R16,17,247,Jiri Lehecka,Gilles Arnaud Bailly,6-3 6-2
1-Oct-2025,Shanghai Masters,Hard,Jiri Lehecka,R16,19,54,Arthur Rinderknech,Jiri Lehecka,6-3 7-6(5)
1-Oct-2025,Shanghai Masters,Hard,Jiri Lehecka,R32,19,24,Jiri Lehecka,Denis Shapovalov,6-4 6-4
1-Oct-2025,Shanghai Masters,Hard,Jiri Lehecka,R64,19,75,Jiri Lehecka,Quentin Halys,6-4 7-5
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,Jiri Lehecka,RR,16,29,Jiri Lehecka,Frances Tiafoe,6-3 6-2
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,Jiri Lehecka,RR,16,5,Jiri Lehecka,Taylor Fritz,6-4 3-6 6-4
25-Aug-2025,US Open,Hard,Jiri Lehecka,QF,21,2,Carlos Alcaraz,Jiri Lehecka,6-4 6-2 6-4
25-Aug-2025,US Open,Hard,Jiri Lehecka,R16,21,77,Jiri Lehecka,Adrian Mannarino,7-6(4) 6-4 2-6 6-2
25-Aug-2025,US Open,Hard,Jiri Lehecka,R32,21,107,Jiri Lehecka,Raphael Collignon,6-4 6-4 6-4
25-Aug-2025,US Open,Hard,Jiri Lehecka,R64,21,59,Jiri Lehecka,Tomas Martin Etcheverry,3-6 6-0 6-2 6-4
25-Aug-2025,US Open,Hard,Jiri Lehecka,R128,21,105,Jiri Lehecka,Borna Coric,3-6 6-4 7-6(5) 6-1
7-Aug-2025,Cincinnati Masters,Hard,Jiri Lehecka,R16,26,6,Ben Shelton,Jiri Lehecka,6-4 6-4
7-Aug-2025,Cincinnati Masters,Hard,Jiri Lehecka,R32,26,85,Jiri Lehecka,Adam Walton,7-6(5) 7-6(3)
7-Aug-2025,Cincinnati Masters,Hard,Jiri Lehecka,R64,26,116,Jiri Lehecka,Tristan Boyer,4-6 6-1 6-4
27-Jul-2025,Canada Masters,Hard,Jiri Lehecka,R16,27,4,Taylor Fritz,Jiri Lehecka,7-6(4) 6-7(5) 7-6(5)
27-Jul-2025,Canada Masters,Hard,Jiri Lehecka,R32,27,21,Jiri Lehecka,Arthur Fils,3-6 6-3 6-4
27-Jul-2025,Canada Masters,Hard,Jiri Lehecka,R64,27,96,Jiri Lehecka,Mackenzie Mcdonald,7-6(2) 6-4
21-Jul-2025,Washington,Hard,Jiri Lehecka,R16,25,13,Alex De Minaur,Jiri Lehecka,7-6(4) 6-7(6) 6-4
21-Jul-2025,Washington,Hard,Jiri Lehecka,R32,25,153,Jiri Lehecka,Zachary Svajda,6-4 6-7(5) 6-3
30-Jun-2025,Wimbledon,Grass,Jiri Lehecka,R64,25,73,Mattia Bellucci,Jiri Lehecka,7-6(4) 6-1 7-5
30-Jun-2025,Wimbledon,Grass,Jiri Lehecka,R128,25,79,Jiri Lehecka,Hugo Dellien,4-6 6-2 6-2 7-6(0)
16-Jun-2025,Queen's Club,Grass,Jiri Lehecka,F,30,2,Carlos Alcaraz,Jiri Lehecka,7-5 6-7(5) 6-2
16-Jun-2025,Queen's Club,Grass,Jiri Lehecka,SF,30,6,Jiri Lehecka,Jack Draper,6-4 4-6 7-5
16-Jun-2025,Queen's Club,Grass,Jiri Lehecka,QF,30,60,Jiri Lehecka,Jacob Fearnley,7-5 6-2
16-Jun-2025,Queen's Club,Grass,Jiri Lehecka,R16,30,44,Jiri Lehecka,Gabriel Diallo,6-4 6-2
16-Jun-2025,Queen's Club,Grass,Jiri Lehecka,R32,30,12,Jiri Lehecka,Alex De Minaur,6-4 6-2
9-Jun-2025,Stuttgart,Grass,Jiri Lehecka,QF,33,12,Ben Shelton,Jiri Lehecka,6-4 6-4
9-Jun-2025,Stuttgart,Grass,Jiri Lehecka,R16,33,103,Jiri Lehecka,Jan Lennard Struff,6-4 7-5
9-Jun-2025,Stuttgart,Grass,Jiri Lehecka,R32,33,61,Jiri Lehecka,Benjamin Bonzi,6-4 6-4
26-May-2025,Roland Garros,Clay,Jiri Lehecka,R32,34,1,Jannik Sinner,Jiri Lehecka,6-0 6-1 6-2
26-May-2025,Roland Garros,Clay,Jiri Lehecka,R64,34,29,Jiri Lehecka,Alejandro Davidovich Fokina,6-3 3-6 6-1 6-2
26-May-2025,Roland Garros,Clay,Jiri Lehecka,R128,34,40,Jiri Lehecka,Jordan Thompson,6-4 6-2 6-1
18-May-2025,Hamburg,Clay,Jiri Lehecka,QF,37,55,Tomas Martin Etcheverry,Jiri Lehecka,7-5 6-3
18-May-2025,Hamburg,Clay,Jiri Lehecka,R16,37,18,Jiri Lehecka,Francisco Cerundolo,7-5 6-2
18-May-2025,Hamburg,Clay,Jiri Lehecka,R32,37,255,Jiri Lehecka,Borna Gojo,6-4 3-6 6-2
7-May-2025,Rome Masters,Clay,Jiri Lehecka,R128,38,39,Alexandre Muller,Jiri Lehecka,2-6 6-3 7-6(5)
23-Apr-2025,Madrid Masters,Clay,Jiri Lehecka,R64,27,91,Cameron Norrie,Jiri Lehecka,2-6 6-4 6-0
18-Mar-2026,Miami Masters,Hard,Jack Draper,R64,26,67,Reilly Opelka,Jack Draper,7-6(3) 7-6(0)
4-Mar-2026,Indian Wells Masters,Hard,Jack Draper,QF,14,11,Daniil Medvedev,Jack Draper,6-1 7-5
4-Mar-2026,Indian Wells Masters,Hard,Jack Draper,R16,14,3,Jack Draper,Novak Djokovic,4-6 6-4 7-6(5)
4-Mar-2026,Indian Wells Masters,Hard,Jack Draper,R32,14,20,Jack Draper,Francisco Cerundolo,6-1 7-5
4-Mar-2026,Indian Wells Masters,Hard,Jack Draper,R64,14,93,Jack Draper,Roberto Bautista Agut,3-6 6-3 6-2
23-Feb-2026,Dubai,Hard,Jack Draper,R16,15,31,Arthur Rinderknech,Jack Draper,7-5 6-7(4) 6-4
23-Feb-2026,Dubai,Hard,Jack Draper,R32,15,68,Jack Draper,Quentin Halys,7-6(8) 6-3
5-Feb-2026,Davis Cup QLS R1: NOR vs GBR,Hard,Jack Draper,RR,13,313,Jack Draper,Viktor Durasovic,6-2 6-2
25-Aug-2025,US Open,Hard,Jack Draper,R64,5,48,Zizou Bergs,Jack Draper,W/O
25-Aug-2025,US Open,Hard,Jack Draper,R128,5,203,Jack Draper,Federico Agustin Gomez,6-4 7-5 6-7(7) 6-2
30-Jun-2025,Wimbledon,Grass,Jack Draper,R64,4,83,Marin Cilic,Jack Draper,6-4 6-3 1-6 6-4
30-Jun-2025,Wimbledon,Grass,Jack Draper,R128,4,38,Jack Draper,Sebastian Baez,6-2 6-2 2-1 RET
16-Jun-2025,Queen's Club,Grass,Jack Draper,SF,6,30,Jiri Lehecka,Jack Draper,6-4 4-6 7-5
16-Jun-2025,Queen's Club,Grass,Jack Draper,QF,6,32,Jack Draper,Brandon Nakashima,6-4 5-7 6-4
16-Jun-2025,Queen's Club,Grass,Jack Draper,R16,6,21,Jack Draper,Alexei Popyrin,3-6 6-2 7-6(5)
16-Jun-2025,Queen's Club,Grass,Jack Draper,R32,6,149,Jack Draper,Jenson Brooksby,6-3 6-1
26-May-2025,Roland Garros,Clay,Jack Draper,R16,5,62,Alexander Bublik,Jack Draper,5-7 6-3 6-2 6-4
26-May-2025,Roland Garros,Clay,Jack Draper,R32,5,65,Jack Draper,Joao Fonseca,6-2 6-4 6-2
26-May-2025,Roland Garros,Clay,Jack Draper,R64,5,42,Jack Draper,Gael Monfils,6-3 4-6 6-3 7-5
26-May-2025,Roland Garros,Clay,Jack Draper,R128,5,68,Jack Draper,Mattia Bellucci,3-6 6-1 6-4 6-2
7-May-2025,Rome Masters,Clay,Jack Draper,QF,5,3,Carlos Alcaraz,Jack Draper,6-4 6-4
7-May-2025,Rome Masters,Clay,Jack Draper,R16,5,83,Jack Draper,Corentin Moutet,1-6 6-4 6-3
7-May-2025,Rome Masters,Clay,Jack Draper,R32,5,92,Jack Draper,Vit Kopriva,6-4 6-3
7-May-2025,Rome Masters,Clay,Jack Draper,R64,5,46,Jack Draper,Luciano Darderi,6-1 6-4
23-Apr-2025,Madrid Masters,Clay,Jack Draper,F,6,15,Casper Ruud,Jack Draper,7-5 3-6 6-4
23-Apr-2025,Madrid Masters,Clay,Jack Draper,SF,6,11,Jack Draper,Lorenzo Musetti,6-3 7-6(4)
23-Apr-2025,Madrid Masters,Clay,Jack Draper,QF,6,44,Jack Draper,Matteo Arnaldi,6-0 6-4
23-Apr-2025,Madrid Masters,Clay,Jack Draper,R16,6,12,Jack Draper,Tommy Paul,6-2 6-2
23-Apr-2025,Madrid Masters,Clay,Jack Draper,R32,6,31,Jack Draper,Matteo Berrettini,7-6(2) 0-0 RET
23-Apr-2025,Madrid Masters,Clay,Jack Draper,R64,6,34,Jack Draper,Tallon Griekspoor,6-3 6-4
30-Mar-2026,Houston,Clay,Learner Tien,QF,22,77,Roman Andres Burruchaga,Learner Tien,7-5 6-4
30-Mar-2026,Houston,Clay,Learner Tien,R16,22,193,Learner Tien,Nishesh Basavareddy,6-3 3-6 6-1
18-Mar-2026,Miami Masters,Hard,Learner Tien,R64,21,57,Kamil Majchrzak,Learner Tien,6-2 4-6 6-2
4-Mar-2026,Indian Wells Masters,Hard,Learner Tien,QF,27,2,Jannik Sinner,Learner Tien,6-1 6-2
4-Mar-2026,Indian Wells Masters,Hard,Learner Tien,R16,27,19,Learner Tien,Alejandro Davidovich Fokina,4-6 6-1 7-6(4)
4-Mar-2026,Indian Wells Masters,Hard,Learner Tien,R32,27,8,Learner Tien,Ben Shelton,7-6(3) 4-6 6-3
4-Mar-2026,Indian Wells Masters,Hard,Learner Tien,R64,27,91,Learner Tien,Adam Walton,7-6(3) 7-6(8)
16-Feb-2026,Delray Beach,Hard,Learner Tien,SF,23,24,Tommy Paul,Learner Tien,4-6 6-4 6-3
16-Feb-2026,Delray Beach,Hard,Learner Tien,QF,23,28,Learner Tien,Frances Tiafoe,7-6(5) 3-6 7-5
16-Feb-2026,Delray Beach,Hard,Learner Tien,R16,23,83,Learner Tien,Miomir Kecmanovic,6-4 6-7(4) 7-6(5)
9-Feb-2026,Dallas,Hard,Learner Tien,R32,23,61,Marin Cilic,Learner Tien,7-5 7-6(4)
19-Jan-2026,Australian Open,Hard,Learner Tien,QF,29,3,Alexander Zverev,Learner Tien,6-3 6-7(5) 6-1 7-6(3)
19-Jan-2026,Australian Open,Hard,Learner Tien,R16,29,12,Learner Tien,Daniil Medvedev,6-4 6-0 6-3
19-Jan-2026,Australian Open,Hard,Learner Tien,R32,29,46,Learner Tien,Nuno Borges,7-6(9) 6-4 6-2
19-Jan-2026,Australian Open,Hard,Learner Tien,R64,29,97,Learner Tien,Alexander Shevchenko,6-2 5-7 6-1 6-0
19-Jan-2026,Australian Open,Hard,Learner Tien,R128,29,51,Learner Tien,Marcos Giron,7-6(2) 4-6 3-6 7-6(3) 6-2
4-Jan-2026,Brisbane,Hard,Learner Tien,R16,26,37,Alex Michelsen,Learner Tien,6-4 6-2
4-Jan-2026,Brisbane,Hard,Learner Tien,R32,26,48,Learner Tien,Camilo Ugo Carabelli,7-6(4) 6-3
17-Dec-2025,Next Gen Finals,Hard,Learner Tien,F,28,116,Learner Tien,Alexander Blockx,4-3(4) 4-2 4-1
17-Dec-2025,Next Gen Finals,Hard,Learner Tien,SF,28,167,Learner Tien,Nishesh Basavareddy,4-2 4-1 4-3(3)
17-Dec-2025,Next Gen Finals,Hard,Learner Tien,RR,28,134,Learner Tien,Martin Landaluce,1-4 4-1 4-3(4) 4-3(2)
17-Dec-2025,Next Gen Finals,Hard,Learner Tien,RR,28,136,Learner Tien,Nicolai Budkov Kjaer,3-4(2) 4-1 4-2 4-2
17-Dec-2025,Next Gen Finals,Hard,Learner Tien,RR,28,168,Rafael Jodar,Learner Tien,1-4 4-3(3) 1-4 4-2 4-3(4)
2-Nov-2025,Metz,Hard,Learner Tien,F,38,27,Learner Tien,Cameron Norrie,6-3 3-6 7-6(6)
2-Nov-2025,Metz,Hard,Learner Tien,SF,38,222,Learner Tien,Vitaliy Sachko,6-1 6-4
2-Nov-2025,Metz,Hard,Learner Tien,QF,38,63,Learner Tien,Matteo Berrettini,5-7 6-2 6-3
2-Nov-2025,Metz,Hard,Learner Tien,R16,38,140,Learner Tien,Moez Echargui,7-6(3) 6-3
2-Nov-2025,Metz,Hard,Learner Tien,R32,38,143,Learner Tien,Ugo Blanchet,6-3 6-3
27-Oct-2025,Paris Masters,Hard,Learner Tien,R32,39,17,Andrey Rublev,Learner Tien,6-4 6-4
27-Oct-2025,Paris Masters,Hard,Learner Tien,R64,39,46,Learner Tien,Nuno Borges,6-2 7-6(7)
1-Oct-2025,Shanghai Masters,Hard,Learner Tien,R16,36,18,Daniil Medvedev,Learner Tien,7-6(6) 6-7(1) 6-4
1-Oct-2025,Shanghai Masters,Hard,Learner Tien,R32,36,33,Learner Tien,Cameron Norrie,7-6(4) 6-3
1-Oct-2025,Shanghai Masters,Hard,Learner Tien,R64,36,38,Learner Tien,Corentin Moutet,4-6 6-4 6-4
1-Oct-2025,Shanghai Masters,Hard,Learner Tien,R128,36,47,Learner Tien,Miomir Kecmanovic,4-6 6-3 6-4
25-Sep-2025,Beijing,Hard,Learner Tien,F,52,2,Jannik Sinner,Learner Tien,6-2 6-2
25-Sep-2025,Beijing,Hard,Learner Tien,SF,52,18,Learner Tien,Daniil Medvedev,5-7 7-5 4-0 RET
25-Sep-2025,Beijing,Hard,Learner Tien,QF,52,9,Learner Tien,Lorenzo Musetti,4-6 6-3 3-0 RET
25-Sep-2025,Beijing,Hard,Learner Tien,R16,52,25,Learner Tien,Flavio Cobolli,6-3 6-2
25-Sep-2025,Beijing,Hard,Learner Tien,R32,52,21,Learner Tien,Francisco Cerundolo,4-6 6-3 6-4
17-Sep-2025,Hangzhou,Hard,Learner Tien,QF,54,88,Valentin Royer,Learner Tien,7-6(0) 4-6 6-2
17-Sep-2025,Hangzhou,Hard,Learner Tien,R16,54,169,Learner Tien,Giulio Zeppieri,6-4 6-3
17-Sep-2025,Hangzhou,Hard,Learner Tien,R32,54,82,Learner Tien,Mariano Navone,5-7 6-3 6-4
25-Aug-2025,US Open,Hard,Learner Tien,R128,50,7,Novak Djokovic,Learner Tien,6-1 7-6(3) 6-2
7-Aug-2025,Cincinnati Masters,Hard,Learner Tien,R64,55,11,Andrey Rublev,Learner Tien,7-6(4) 6-3
7-Aug-2025,Cincinnati Masters,Hard,Learner Tien,R128,55,522,Learner Tien,Leandro Riedi,6-3 6-4
27-Jul-2025,Canada Masters,Hard,Learner Tien,R16,61,34,Alex Michelsen,Learner Tien,6-3 6-3
27-Jul-2025,Canada Masters,Hard,Learner Tien,R32,61,74,Learner Tien,Reilly Opelka,7-6(3) 6-3
27-Jul-2025,Canada Masters,Hard,Learner Tien,R64,61,29,Learner Tien,Denis Shapovalov,7-6(4) 7-5
27-Jul-2025,Canada Masters,Hard,Learner Tien,R128,61,136,Learner Tien,Colton Smith,6-4 7-5
21-Jul-2025,Washington,Hard,Learner Tien,R16,67,26,Alejandro Davidovich Fokina,Learner Tien,6-2 6-2
21-Jul-2025,Washington,Hard,Learner Tien,R32,67,10,Learner Tien,Andrey Rublev,7-5 6-2
21-Jul-2025,Washington,Hard,Learner Tien,R64,67,116,Learner Tien,Emilio Nava,6-1 6-4
30-Jun-2025,Wimbledon,Grass,Learner Tien,R64,62,143,Nicolas Jarry,Learner Tien,6-2 6-2 6-3
30-Jun-2025,Wimbledon,Grass,Learner Tien,R128,62,100,Learner Tien,Nishesh Basavareddy,7-6(5) 6-3 6-2
22-Jun-2025,Mallorca,Grass,Learner Tien,QF,67,83,Corentin Moutet,Learner Tien,6-2 7-5
22-Jun-2025,Mallorca,Grass,Learner Tien,R16,67,10,Learner Tien,Ben Shelton,6-4 7-6(2)
22-Jun-2025,Mallorca,Grass,Learner Tien,R32,67,219,Learner Tien,Justin Engel,6-4 6-4
16-Jun-2025,Halle,Grass,Learner Tien,Q1,67,144,Nicolas Jarry,Learner Tien,6-3 6-4
9-Jun-2025,Stuttgart,Grass,Learner Tien,R16,68,31,Brandon Nakashima,Learner Tien,7-6(5) 6-3
9-Jun-2025,Stuttgart,Grass,Learner Tien,R32,68,78,Learner Tien,Yoshihito Nishioka,6-7(3) 7-6(3) 0-0 RET
26-May-2025,Roland Garros,Clay,Learner Tien,R128,67,3,Alexander Zverev,Learner Tien,6-3 6-3 6-4
18-May-2025,Geneva,Clay,Learner Tien,R32,67,62,Kei Nishikori,Learner Tien,4-6 6-4 6-4
7-May-2025,Rome Masters,Clay,Learner Tien,R64,70,20,Tomas Machac,Learner Tien,6-4 6-4
7-May-2025,Rome Masters,Clay,Learner Tien,R128,70,94,Learner Tien,Reilly Opelka,6-4 7-6(11)
27-Apr-2025,Estoril CH,Clay,Learner Tien,R32,69,339,Gastao Elias,Learner Tien,5-7 7-5 6-4
23-Apr-2025,Madrid Masters,Clay,Learner Tien,R128,69,45,Marcos Giron,Learner Tien,6-1 1-6 7-6(4)
14-Apr-2025,Munich,Clay,Learner Tien,R32,69,37,Tallon Griekspoor,Learner Tien,6-4 6-2
14-Apr-2025,Munich,Clay,Learner Tien,Q2,69,89,Learner Tien,Botic Van De Zandschulp,6-2 6-2
14-Apr-2025,Munich,Clay,Learner Tien,Q1,69,220,Learner Tien,Henri Squire,7-5 2-6 6-0
18-Mar-2026,Miami Masters,Hard,Jakub Mensik,R32,13,20,Frances Tiafoe,Jakub Mensik,7-6(4) 4-6 7-6(11)
18-Mar-2026,Miami Masters,Hard,Jakub Mensik,R64,13,85,Jakub Mensik,Adam Walton,3-6 6-2 6-4
4-Mar-2026,Indian Wells Masters,Hard,Jakub Mensik,R32,12,19,Alejandro Davidovich Fokina,Jakub Mensik,6-2 4-6 6-2
4-Mar-2026,Indian Wells Masters,Hard,Jakub Mensik,R64,12,69,Jakub Mensik,Marcos Giron,7-5 7-6(4)
23-Feb-2026,Dubai,Hard,Jakub Mensik,QF,13,25,Tallon Griekspoor,Jakub Mensik,6-3 3-6 6-2
23-Feb-2026,Dubai,Hard,Jakub Mensik,R16,13,47,Jakub Mensik,Alexei Popyrin,6-3 6-2
23-Feb-2026,Dubai,Hard,Jakub Mensik,R32,13,73,Jakub Mensik,Hubert Hurkacz,6-4 7-6(7)
16-Feb-2026,Doha,Hard,Jakub Mensik,SF,16,40,Arthur Fils,Jakub Mensik,6-4 7-6(4)
16-Feb-2026,Doha,Hard,Jakub Mensik,QF,16,2,Jakub Mensik,Jannik Sinner,7-6(3) 2-6 6-3
16-Feb-2026,Doha,Hard,Jakub Mensik,R16,16,319,Jakub Mensik,Zhizhen Zhang,6-3 6-2
16-Feb-2026,Doha,Hard,Jakub Mensik,R32,16,124,Jakub Mensik,Jan Choinski,6-7(6) 6-2 6-4
19-Jan-2026,Australian Open,Hard,Jakub Mensik,R16,17,4,Novak Djokovic,Jakub Mensik,W/O
19-Jan-2026,Australian Open,Hard,Jakub Mensik,R32,17,80,Jakub Mensik,Ethan Quinn,6-2 7-6(5) 7-6(5)
19-Jan-2026,Australian Open,Hard,Jakub Mensik,R64,17,150,Jakub Mensik,Rafael Jodar,6-2 6-4 6-4
19-Jan-2026,Australian Open,Hard,Jakub Mensik,R128,17,94,Jakub Mensik,Pablo Carreno Busta,7-5 4-6 2-6 7-6(1) 6-3
12-Jan-2026,Auckland,Hard,Jakub Mensik,F,18,39,Jakub Mensik,Sebastian Baez,6-3 7-6(7)
12-Jan-2026,Auckland,Hard,Jakub Mensik,SF,18,52,Jakub Mensik,Fabian Marozsan,7-6(9) 4-6 6-1
12-Jan-2026,Auckland,Hard,Jakub Mensik,QF,18,63,Jakub Mensik,Giovanni Mpetshi Perricard,6-4 6-2
12-Jan-2026,Auckland,Hard,Jakub Mensik,R16,18,96,Jakub Mensik,Hamad Medjedovic,6-1 3-6 6-3
5-Jan-2026,United Cup,Hard,Jakub Mensik,QF,18,42,Zizou Bergs,Jakub Mensik,6-2 7-6(4)
5-Jan-2026,United Cup,Hard,Jakub Mensik,RR,18,6,Alex De Minaur,Jakub Mensik,6-4 6-1
5-Jan-2026,United Cup,Hard,Jakub Mensik,RR,18,12,Jakub Mensik,Casper Ruud,7-5 7-6(6)
20-Nov-2025,Davis Cup Finals QF: ESP vs CZE,Hard,Jakub Mensik,RR,19,89,Jakub Mensik,Pablo Carreno Busta,7-5 6-4
20-Oct-2025,Basel,Hard,Jakub Mensik,R16,19,46,Joao Fonseca,Jakub Mensik,W/O
20-Oct-2025,Basel,Hard,Jakub Mensik,R32,19,481,Jakub Mensik,Henry Bernet,7-6(1) 6-7(7) 6-3
1-Oct-2025,Shanghai Masters,Hard,Jakub Mensik,R64,16,81,Jesper De Jong,Jakub Mensik,4-6 7-6(2) 6-4
25-Sep-2025,Beijing,Hard,Jakub Mensik,QF,19,8,Alex De Minaur,Jakub Mensik,4-1 RET
25-Sep-2025,Beijing,Hard,Jakub Mensik,R16,19,80,Jakub Mensik,Arthur Cazaux,6-3 2-6 6-4
25-Sep-2025,Beijing,Hard,Jakub Mensik,R32,19,46,Jakub Mensik,Miomir Kecmanovic,7-5 6-4
19-Sep-2025,Laver Cup,Hard,Jakub Mensik,RR,17,32,Jakub Mensik,Alex Michelsen,6-1 6-7(3) [10-8]
19-Sep-2025,Laver Cup,Hard,Jakub Mensik,RR,17,8,Alex De Minaur,Jakub Mensik,6-3 6-4
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,Jakub Mensik,RR,17,5,Taylor Fritz,Jakub Mensik,6-4 6-3
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,Jakub Mensik,RR,17,29,Jakub Mensik,Frances Tiafoe,6-1 6-4
